Active,Unknown,Country,Created By ID,Created Date,Department,Full Name,Last Login,Last Modified By ID,Last Modified Date,Manager ID,Nickname,Profile ID,Role ID,State/Province,User ID,User Type
FALSE,Unknown,United States,005i0000000fpvQAAQ,17/08/2018,Former Employee,James Walker,6/25/21 21:06,0055A00000BclF5QAJ,30/08/2021,Unassigned,Jamie,00e5A000001rJB7QAM,00E5A000001F1A4UAK,Unknown,0055A000008iLmwQAE,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,17/08/2018,Former Employee,Charlotte Hall,2/27/20 21:09,0055A000009s6n0QAA,28/02/2020,Unassigned,Charlie,00e5A000001Ztv5QAC,No Longer Active,Unknown,0055A000008iLoJQAU,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,17/08/2018,Corporate,Benjamin Young,6/29/21 12:43,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Ben,00e5A000001rJEkQAM,00E5A000001F1A0UAK,Unknown,0055A000008iLoOQAU,Standard
TRUE,Boston,United States,005i0000000fpvQAAQ,20/04/2018,Corporate,Isabella Allen,6/29/21 20:11,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Bella,00e5A000001rJEkQAM,00E5A000001F1A1UAK,MA,0055A000008zqzaQAA,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,08/03/2018,Former Employee,Logan Sanchez,3/8/18 20:20,0055A000009s6n0QAA,23/11/2020,Unassigned,Logie,00ei0000000vIysAAE,No Longer Active,Unknown,0055A0000098wddQAA,Standard
TRUE,Unknown,United States,0055A000009s6n0QAA,07/03/2019,Corporate,Grace Wright,6/29/21 15:01,0055A00000BclF5QAJ,07/04/2021,Unassigned,Gracie,00e5A000001NbJYQA0,Unassigned Role,Unknown,0055A000009GC2nQAG,Standard
TRUE,Unknown,United States,0055A000009s6n0QAA,07/03/2019,Corporate,Jacob King,Never Logged In,0055A00000BclF5QAJ,07/04/2021,Unassigned,Jake,00e5A000001NbJXQA0,Unassigned Role,Unknown,0055A000009GC2oQAG,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,11/03/2019,Former Employee,Lily Scott,9/11/19 14:58,005i0000000fpvQAAQ,18/10/2019,Unassigned,Lil,00ei0000000vIz0AAE,No Longer Active,Unknown,0055A000009GE6EQAW,Standard
FALSE,Unknown,United States,005i0000000fpvQAAQ,02/04/2019,Former Employee,Michael Green,6/25/21 18:09,0055A00000BclF5QAJ,28/09/2021,0055A00000BnyYCQAZ,Mike,00e5A000001rJB7QAM,00E5A000001F19gUAC,Unknown,0055A000009GS5GQAW,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,24/04/2019,Former Employee,Ella Adams,3/2/20 0:17,0055A000009s6n0QAA,23/04/2020,Unassigned,Elle,00e5A000001Ztv5QAC,No Longer Active,Unknown,0055A000009GjocQAC,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,09/05/2019,Corporate,Alexander Baker,6/29/21 12:13,0055A00000BclF5QAJ,16/08/2021,00531000008F2qlAAC,Alex,00e5A000001rJEpQAM,00E5A000001F19pUAC,Unknown,0055A000009GxI2QAK,Standard
TRUE,Unknown,Unknown,005i0000000uARWAA2,15/06/2019,Corporate,Scarlett Gonzalez,N/A (System Account),005i0000000uARWAA2,15/06/2019,Unassigned,Scout,00e5A000001XTvCQAW,Unassigned Role,Unknown,0055A000009HWEIQA4,Cloud Integration User
TRUE,Unknown,Unknown,005i0000000uARWAA2,18/12/2018,Corporate,William Nelson,6/29/21 20:22,005i0000000uARWAA2,18/12/2018,Unassigned,Will,00e5A000001fPx7QAE,Unassigned Role,Unknown,0055A000009s49DQAQ,Standard
TRUE,Unknown,United States,00531000008FFH0AAO,21/12/2018,Corporate,Chloe Carter,6/29/21 17:02,0055A000009s6n0QAA,29/06/2021,Unassigned,Clo,00e5A000001ZwnmQAC,Unassigned Role,Unknown,0055A000009s6n0QAA,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,30/01/2019,Former Employee,Daniel Mitchell,12/26/19 20:20,005i0000000fpvQAAQ,16/03/2020,Unassigned,Dan,00e5A000001Ztv5QAC,No Longer Active,Unknown,0055A000009sZg0QAE,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,31/01/2019,Corporate,Aria Perez,6/29/21 15:10,0055A00000BclF5QAJ,16/08/2021,00531000007KAsvAAG,Ari,00e5A000001rJEpQAM,00E5A000001F19rUAC,Unknown,0055A000009sa63QAA,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,03/12/2019,Corporate,Matthew Roberts,6/29/21 20:10,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Matt,00e5A000001rJEkQAM,00E5A000001F1A1UAK,Unknown,0055A00000BNXCfQAP,Standard
TRUE,Unknown,Unknown,005i0000000fpvQAAQ,18/10/2019,Corporate,Zoey Turner,6/29/21 19:40,0055A00000BclF5QAJ,19/05/2021,0055A00000BcmLYQAZ,Z,00e5A000001rJEkQAM,00E5A000001F19xUAC,Unknown,0055A00000BNpn5QAD,Standard
TRUE,Unknown,UNITED STATES,005i0000000fpvQAAQ,07/11/2019,Corporate,David Phillips,6/17/21 18:17,0055A00000BclF5QAJ,16/08/2021,0055A00000Bd10BQAR,Dave,00e5A000001rJFEQA2,00E5A000001F1A8UAK,Unknown,0055A00000BO570QAD,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,16/03/2020,Former Employee,Layla Campbell,2/26/21 22:09,0055A00000BclF5QAJ,30/03/2021,Unassigned,Lay,00e5A000001rJEkQAM,No Longer Active,Unknown,0055A00000Bb2djQAB,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,11/01/2021,Former Employee,Joseph Parker,6/16/21 13:28,0055A00000BclF5QAJ,30/08/2021,0055A00000BnyYCQAZ,Joe,00e5A000001rJB7QAM,00E5A000001F19wUAC,Unknown,0055A00000BclEvQAJ,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,11/01/2021,Former Employee,Stella Evans,3/23/21 12:36,0055A00000BclF5QAJ,07/04/2021,Unassigned,Stell,00e5A000001rJB7QAM,No Longer Active,Unknown,0055A00000BclF0QAJ,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,11/01/2021,Corporate,Samuel Edwards,12/27/21 17:36,0055A00000BclF5QAJ,30/11/2021,005i0000000fpvQAAQ,Sam,00ei0000000vIysAAE,00E5A000001F19fUAC,Unknown,0055A00000BclF5QAJ,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,11/01/2021,Corporate,Natalie Edwards,6/29/21 19:14,0055A00000BclF5QAJ,16/08/2021,Unassigned,Nat,00e5A000001rJB7QAM,00E5A000001F1A3UAK,Unknown,0055A00000BclFAQAZ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,13/01/2021,Corporate,Henry Collins,6/27/21 6:26,0055A00000BclF5QAJ,16/08/2021,Unassigned,Hank,00e5A000001rJFEQA2,00E5A000001F1A6UAK,MA,0055A00000BclngQAB,Standard
TRUE,Boston,United States,0055A00000BclF5QAJ,13/01/2021,Corporate,Hannah Stewart,6/29/21 4:07,0055A00000BclF5QAJ,16/08/2021,Unassigned,Han,00e5A000001rJFEQA2,00E5A000001F1A7UAK,MA,0055A00000BcloPQAR,Standard
TRUE,Boston,United States,0055A00000BclF5QAJ,19/01/2021,Field Forensics,Jackson Sanchez,6/29/21 17:05,0055A00000BclF5QAJ,16/08/2021,0055A00000BnRGTQA3,Jax,00e5A000001rJEpQAM,00E5A000001F19jUAC,MA,0055A00000BcmLTQAZ,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,19/01/2021,Corporate,Leah Morales,6/29/21 12:13,0055A00000BclF5QAJ,16/08/2021,0055A00000Bd10BQAR,Lee,00e5A000001rJEkQAM,00E5A000001F19zUAC,Unknown,0055A00000BcmLYQAZ,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,20/01/2021,Corporate,Carter Rivera,6/25/21 13:48,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Cart,00e5A000001rJEkQAM,00E5A000001F19yUAC,Unknown,0055A00000BcmS5QAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,08/02/2021,Corporate,Lillian Cooper,6/29/21 16:11,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmhQAE,Lilly,00e5A000001rJFEQA2,00E5A000001F1A5UAK,Unknown,0055A00000Bcr2WQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,08/02/2021,Corporate,Wyatt Reed,6/24/21 18:57,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,Wy,00e5A000001rJB7QAM,00E5A000001F19gUAC,Unknown,0055A00000Bcr51QAB,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,08/02/2021,Corporate,Grace Torres,6/29/21 19:12,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,G,00e5A000001rJB7QAM,00E5A000001F19wUAC,Unknown,0055A00000Bcr5BQAR,Standard
TRUE,Santiago,Chile,0055A00000BclF5QAJ,09/02/2021,Corporate,Ryan Morris,6/28/21 13:23,0055A00000BcrkYQAR,14/06/2021,00531000008F2qlAAC,Ry,00e5A000001rJEpQAM,00E5A000001F19pUAC,Unknown,0055A00000BcrkYQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,15/02/2021,Corporate,Victoria Rogers,6/25/21 15:39,0055A00000BclF5QAJ,16/08/2021,Unassigned,Vicky,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000Bct3HQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,15/02/2021,Corporate,John Diaz,9/30/21 17:11,0055A00000BclF5QAJ,30/09/2021,0055A00000Bct3HQAR,Johnny,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000Bct3RQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,16/02/2021,Field Application Scientists,Nora Reed,6/29/21 16:56,0055A00000BclF5QAJ,16/08/2021,Unassigned,Nor,00e5A000001rJFEQA2,00E5A000001F1A5UAK,Unknown,0055A00000BctMiQAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,16/02/2021,Field Application Scientists,Luke Cook,6/29/21 13:54,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,Lucky,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0055A00000BctMnQAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,16/02/2021,ZipChip Product Management and Marketing,Aurora Morgan,6/25/21 18:30,0055A00000BclF5QAJ,16/08/2021,0055A00000Bnt5cQAB,Rory,00e5A000001rJEkQAM,00E5A000001F19wUAC,Unknown,0055A00000BctMsQAJ,Standard
FALSE,Stow,United States,0055A00000BclF5QAJ,16/02/2021,Field Application Scientists,Christopher Bell,4/5/21 13:38,0055A00000BclF5QAJ,19/05/2021,0055A000008iLmcQAE,Chris,00e5A000001rJEkQAM,No Longer Active,MA,0055A00000BctN2QAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,16/02/2021,Field Application Scientists,Savannah Murphy,6/29/21 18:38,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,Vanna,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0055A00000BctN7QAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,25/02/2021,Corporate,Isaac Bailey,6/23/21 14:48,0055A00000BclF5QAJ,16/08/2021,0055A00000Bct3HQAR,Ike,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000BcvacQAB,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,03/03/2021,Corporate,Audrey Rivera,6/29/21 20:18,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Aud,00e5A000001rJEkQAM,00E5A000001F1A0UAK,Unknown,0055A00000Bcy8WQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,03/03/2021,Corporate,Asher Cox,6/23/21 19:16,0055A00000BclF5QAJ,16/08/2021,0055A00000Bct3HQAR,Ash,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000Bcy8bQAB,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,08/03/2021,Corporate,Ellie Diaz,6/29/21 15:02,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,El,00e5A000001rJEkQAM,00E5A000001F1A1UAK,CA,0055A00000Bd0KeQAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,09/03/2021,Corporate,Nathan Howard,6/24/21 18:47,0055A00000BclF5QAJ,16/08/2021,Unassigned,Nate,00e5A000001rJF9QAM,00E5A000001F19fUAC,Unknown,0055A00000Bd10BQAR,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,22/03/2021,Corporate,Zoe Brooks,6/24/21 13:56,0055A00000BclF5QAJ,05/04/2021,0055A00000BcmLYQAZ,Zo,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0055A00000Bd3dKQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,22/03/2021,Corporate,Gabriel Kelly,6/22/21 13:07,0055A00000BclF5QAJ,16/08/2021,00531000007Es7rAAC,Gabe,00e5A000001rJEpQAM,00E5A000001F19lUAC,Unknown,0055A00000Bd3dUQAR,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,01/04/2021,Corporate,Lucy Ward,6/29/21 14:16,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Lu,00e5A000001rJEkQAM,00E5A000001F19yUAC,Unknown,0055A00000Bd4j9QAB,Standard
TRUE,Copenhagen,Denmark,0055A00000BclF5QAJ,01/04/2021,Corporate,Christian Hughes,6/29/21 19:26,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,Chris,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0055A00000Bd4jEQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,05/04/2021,Corporate,Anna Watson,6/28/21 20:31,0055A00000BclF5QAJ,16/08/2021,0055A00000Bd10BQAR,Annie,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000Bd5BcQAJ,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,06/04/2021,Corporate,Hunter Wood,6/29/21 13:02,0055A00000BclF5QAJ,16/08/2021,0055A00000BcmLYQAZ,Hunt,00e5A000001rJEkQAM,00E5A000001F19yUAC,Unknown,0055A00000Bd5F0QAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,14/04/2021,Corporate,Sadie Sanchez,6/29/21 16:53,0055A00000BclF5QAJ,16/08/2021,005i0000000fpvQAAQ,Sade,00e5A000001rJB7QAM,00E5A000001F1A3UAK,Unknown,0055A00000Bd5jAQAR,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,14/04/2021,Corporate,Adrian Price,5/5/21 12:18,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,Ade,00e5A000001rJB7QAM,00E5A000001F1A4UAK,Unknown,0055A00000Bd5jFQAR,Standard
FALSE,Unknown,Unknown,005i0000000fpvQAAQ,10/07/2020,Former Employee,Bella Jenkins,2/22/21 14:57,0055A00000BclF5QAJ,14/04/2021,Unassigned,Bells,00e5A000001rJB7QAM,No Longer Active,Unknown,0055A00000BnR0kQAF,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,10/07/2020,Corporate,Jonathan Patterson,6/28/21 18:23,0055A00000BclF5QAJ,16/08/2021,005i0000000fNkyAAE,Jon,00e5A000001rJEpQAM,00E5A000001F19iUAC,Unknown,0055A00000BnRGTQA3,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,01/09/2020,Corporate,Mila Long,6/25/21 22:58,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,Mi,00e5A000001rJB7QAM,00E5A000001F19wUAC,Unknown,0055A00000Bnt5cQAB,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,01/09/2020,Corporate,Charles Hughes,12/15/21 14:15,0055A00000BclF5QAJ,01/12/2021,0055A00000BcmLYQAZ,Charlie,00e5A000001rJEkQAM,00E5A000001F1A1UAK,Unknown,0055A00000Bnt5hQAB,Standard
TRUE,Unknown,United States,005i0000000fpvQAAQ,30/09/2020,Corporate,Autumn Ramirez,6/16/21 16:50,0055A00000BclF5QAJ,16/08/2021,Unassigned,Autie,00e5A000001rJB7QAM,00E5A000001F1A4UAK,Unknown,0055A00000BnyYCQAZ,Standard
FALSE,Unknown,United States,005i0000000fpvQAAQ,20/11/2020,Former Employee,Leo Butler,6/9/21 14:40,0055A00000BclF5QAJ,12/10/2021,Unassigned,Lee,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0055A00000Bo75SQAR,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,03/05/2021,Corporate,Claire Simmons,5/27/21 13:53,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,Clare,00e5A000001rJB7QAM,00E5A000001F1A4UAK,Unknown,0056e00000Bd8OUAAZ,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,03/05/2021,Field Application Scientists,Max Foster,6/29/21 17:39,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,Maxie,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0056e00000Bd8OeAAJ,Standard
TRUE,Unknown,United States,0055A00000BclF5QAJ,03/05/2021,Corporate,Arlo Bennett,6/29/21 20:14,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,Arly,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0056e00000Bd8OtAAJ,Standard
TRUE,Beijing,China,0055A00000BclF5QAJ,17/05/2021,Corporate,Ruby Griffin,6/29/21 2:13,0056e00000BdAUZAA3,16/06/2021,0055A00000BcmLYQAZ,Rue,00e5A000001rJEkQAM,00E5A000001F19xUAC,Unknown,0056e00000BdAUZAA3,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,01/06/2021,Field Application Scientists,Elijah Powell,6/29/21 15:37,0055A00000BclF5QAJ,16/08/2021,0055A000008iLmcQAE,E,00e5A000001rJEkQAM,00E5A000001F19uUAC,Unknown,0056e00000BdE5OAAV,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,01/06/2021,Corporate,Sophie Hayes,6/8/21 13:53,0055A00000BclF5QAJ,01/06/2021,005i0000000fpvQAAQ,Soph,00e5A000001ZwKkQAK,00E5A000001F1A3UAK,Unknown,0056e00000BdE5dAAF,Standard
TRUE,Unknown,UNITED STATES,0055A00000BclF5QAJ,07/06/2021,Corporate,Aaron Simmons,6/29/21 19:27,0056e00000BdFO7AAN,24/06/2021,0055A00000BcmLYQAZ,Ron,00e5A000001rJEkQAM,00E5A000001F1A1UAK,Unknown,0056e00000BdFO7AAN,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,21/06/2021,Corporate,Paisley Foster,Never Logged In,0055A00000BclF5QAJ,16/08/2021,0055A00000BnyYCQAZ,P,00e5A000001rJB7QAM,00E5A000001F1A4UAK,Unknown,0056e00000BdI5XAAV,Standard
TRUE,Unknown,UNITED STATES,0055A00000BclF5QAJ,24/06/2021,Corporate,Blake Murphy,6/29/21 18:36,0055A00000BclF5QAJ,16/08/2021,005i0000000fpvQAAQ,Blakie,00e5A000001rJB7QAM,00E5A000001F1A3UAK,NV,0056e00000BdIPIAA3,Standard
TRUE,Unknown,India,0055A00000BclF5QAJ,04/08/2021,Corporate,Nevaeh Bell,9/11/21 4:26,0056w000002M7MCAA0,01/09/2021,0055A00000BclF5QAJ,Nevy,00ei0000000vIysAAE,00E5A000001F19fUAC,Unknown,0056w000002M7MCAA0,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,04/08/2021,Corporate,Leo Morgan,11/16/21 16:58,0055A00000BclF5QAJ,16/11/2021,0055A00000BclF5QAJ,Leo,00ei0000000vIysAAE,00E5A000001F19fUAC,Unknown,0056w000002M7MHAA0,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,30/08/2021,Corporate,Everly Reed,12/28/21 10:38,0055A00000BclF5QAJ,09/09/2021,0055A00000BclF5QAJ,Evie,00e5A000001Zwo6QAC,00E5A000001F19fUAC,Unknown,0056w000002MyNcAAK,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,30/08/2021,Corporate,Axel Turner,12/22/21 14:29,0056w000002MyNhAAK,03/09/2021,Unassigned,Ax,00e5A000001Zwo6QAC,00E5A000001F19fUAC,Unknown,0056w000002MyNhAAK,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,30/08/2021,Corporate,Maya Rivera,11/2/21 6:51,0055A00000BclF5QAJ,30/08/2021,0055A00000BclF5QAJ,May,00e5A000001Zwo6QAC,00E5A000001F19fUAC,Unknown,0056w000002MyNmAAK,Standard
TRUE,Eagle River,Canada,0055A00000BclF5QAJ,28/09/2021,Corporate,Weston Murphy,12/21/21 14:55,0056w000002isAgAAI,05/10/2021,Unassigned,West,00ei0000000vIysAAE,00E5A000001F19fUAC,ON,0056w000002isAgAAI,Standard
TRUE,Unknown,Unknown,0055A00000BclF5QAJ,12/10/2021,Corporate,Makayla James,12/22/21 15:35,0056w000002jMuPAAU,18/10/2021,Unassigned,Kay,00e5A000001rJF9QAM,00E5A000001F19tUAC,Unknown,0056w000002jMuPAAU,Standard
TRUE,Sewickley,United States,005i0000000fNkyAAE,11/06/2013,Sales,Colton Foster,6/28/21 13:56,0055A00000BclF5QAJ,16/08/2021,Unassigned,Colt,00e5A000001rJEpQAM,00E5A000001F19mUAC,PA,005i0000000fNkyAAE,Standard
TRUE,Unknown,United States,005i0000000fNkyAAE,03/07/2013,Corporate,Sadie Morgan,6/28/21 13:53,0055A00000BclF5QAJ,16/08/2021,Unassigned,Sade,00e5A000001ZwnmQAC,00E5A000001F1A3UAK,Unknown,005i0000000fpvQAAQ,Standard
TRUE,Unknown,United States,005i0000000uARWAA2,11/06/2013,Corporate,Ezra Rivera,N/A (System Account),005i0000000uARWAA2,11/06/2013,Unassigned,Ez,00ei0000000vIyuAAE,Unassigned Role,pa,005i0000000uARXAA2,Automated Process
TRUE,Unknown,United States,005i0000000fNkyAAE,11/06/2013,Corporate,Kennedy Cooper,N/A (System Account),0055A00000BclF5QAJ,07/04/2021,Unassigned,Ken,00ei0000000vIyxAAE,Unassigned Role,pa,005i0000000uARaAAM,Csn Only
FALSE,Boston,United States,005i0000000fNkyAAE,11/04/2014,Sales,Miles Edwards,10/5/15 13:58,005i0000000fpvQAAQ,18/01/2016,005i0000000fNkyAAE,Milo,00ei0000000vIz2AAE,No Longer Active,MA,005i0000002Zi8JAAS,Standard
